chrom	start	end	sample	cell	class
chr22	12600000	50818468	pseudopool	HG02059102PE20348	CC
chr22	12600000	50818468	pseudopool	HG02059102PE20361	WW
chr22	12600000	50818468	pseudopool	HG02818x02PE20332	CC
chr22	12600000	50818468	pseudopool	NA19239_III_066	CC
chr22	12600000	50818468	pseudopool	NA19240_V_082	CC
chr22	22000000	22800000	pseudopool	HG00514_IV_095	CC
chr22	22800000	50818468	pseudopool	HG00514_IV_095	CW
chr22	47200000	49400000	pseudopool	NA12878_cell20	WW
chr22	49400000	50818468	pseudopool	NA12878_cell20	WC
chr3	0	1200000	pseudopool	HG02059102PE20337	WC
chr3	0	2200000	pseudopool	NA12878_cell20	WC
chr3	0	6200000	pseudopool	NA12878_cell6	CW
chr3	0	9800000	pseudopool	HG00512_I_081	WW
chr3	0	29200000	pseudopool	NA12878_cell26	CW
chr3	0	39600000	pseudopool	HG02059102PE20361	WW
chr3	0	47200000	pseudopool	HG00512_I_087	CC
chr3	0	52200000	pseudopool	NA12878_cell90	CW
chr3	0	86200000	pseudopool	HG02818x02PE20332	CW
chr3	0	89000000	pseudopool	NA19240_I_081	CC
chr3	0	94800000	pseudopool	HG01352x02PE20402	CC
chr3	0	97200000	pseudopool	HG00731_II_086	CW
chr3	0	102400000	pseudopool	HG02059102PE20308	WW
chr3	0	117400000	pseudopool	HG00268x01PE20455	WC
chr3	0	124600000	pseudopool	HG00514_IV_073	WC
chr3	0	152400000	pseudopool	NA19240_V_082	CC
chr3	0	162600000	pseudopool	NA19239_V_029	CC
chr3	0	173800000	pseudopool	HG00514_IV_095	WC
chr3	0	195600000	pseudopool	NA19239_V_055	CC
chr3	0	198295559	pseudopool	HG00268x01PE20401	WW
chr3	0	198295559	pseudopool	HG00268x01PE20402	WW
chr3	0	198295559	pseudopool	HG00268x01PE20404	CW
chr3	0	198295559	pseudopool	HG00268x01PE20438	CW
chr3	0	198295559	pseudopool	HG00512_I_015	CW
chr3	0	198295559	pseudopool	HG00512_I_017	WW
chr3	0	198295559	pseudopool	HG00512_I_075	WC
chr3	0	198295559	pseudopool	HG00512_I_092	CC
chr3	0	198295559	pseudopool	HG00514_IV_008	WC
chr3	0	198295559	pseudopool	HG00514_IV_015	WW
chr3	0	198295559	pseudopool	HG00514_IV_023	CW
chr3	0	198295559	pseudopool	HG00514_IV_089	CW
chr3	0	198295559	pseudopool	HG00514_VI_020	CW
chr3	0	198295559	pseudopool	HG00731_II_019	CW
chr3	0	198295559	pseudopool	HG00731_II_030	WW
chr3	0	198295559	pseudopool	HG01352x02PE20410	CW
chr3	0	198295559	pseudopool	HG01352x02PE20424	WC
chr3	0	198295559	pseudopool	HG01352x02PE20442	CW
chr3	0	198295559	pseudopool	HG02059102PE20326	CC
chr3	0	198295559	pseudopool	HG02059102PE20348	WC
chr3	0	198295559	pseudopool	HG02818x02PE20308	WW
chr3	0	198295559	pseudopool	HG02818x02PE20312	CW
chr3	0	198295559	pseudopool	NA12878_cell113	CC
chr3	0	198295559	pseudopool	NA12878_cell43	WC
chr3	0	198295559	pseudopool	NA19239_III_066	CW
chr3	0	198295559	pseudopool	NA19239_VI_090	CW
chr3	0	198295559	pseudopool	NA19240_IV_018	CW
chr3	0	198295559	pseudopool	NA19240_IV_033	WC
chr3	0	198295559	pseudopool	NA19240_VI_076	WW
chr3	1200000	198295559	pseudopool	HG02059102PE20337	CC
chr3	2200000	7000000	pseudopool	NA12878_cell20	CC
chr3	6200000	6400000	pseudopool	NA12878_cell6	CC
chr3	6400000	196600000	pseudopool	NA12878_cell6	CW
chr3	7000000	8400000	pseudopool	NA12878_cell20	WC
chr3	8400000	69800000	pseudopool	NA12878_cell20	CC
chr3	9800000	198295559	pseudopool	HG00512_I_081	WC
chr3	29200000	198295559	pseudopool	NA12878_cell26	CC
chr3	39600000	198295559	pseudopool	HG02059102PE20361	WC
chr3	47200000	80400000	pseudopool	HG00512_I_087	WC
chr3	52200000	198295559	pseudopool	NA12878_cell90	WW
chr3	69800000	71200000	pseudopool	NA12878_cell20	WC
chr3	71200000	73600000	pseudopool	NA12878_cell20	CC
chr3	73600000	81400000	pseudopool	NA12878_cell20	WC
chr3	80400000	198295559	pseudopool	HG00512_I_087	CC
chr3	81400000	83200000	pseudopool	NA12878_cell20	CC
chr3	83200000	104200000	pseudopool	NA12878_cell20	CW
chr3	86200000	198295559	pseudopool	HG02818x02PE20332	CC
chr3	89000000	198295559	pseudopool	NA19240_I_081	CW
chr3	94800000	198295559	pseudopool	HG01352x02PE20402	CW
chr3	97200000	198295559	pseudopool	HG00731_II_086	CC
chr3	102400000	198295559	pseudopool	HG02059102PE20308	WC
chr3	104200000	109200000	pseudopool	NA12878_cell20	CC
chr3	109200000	111600000	pseudopool	NA12878_cell20	WW
chr3	111600000	180600000	pseudopool	NA12878_cell20	CC
chr3	117400000	198295559	pseudopool	HG00268x01PE20455	CC
chr3	124600000	198295559	pseudopool	HG00514_IV_073	WW
chr3	152400000	198295559	pseudopool	NA19240_V_082	WC
chr3	162600000	188800000	pseudopool	NA19239_V_029	WC
chr3	173800000	176600000	pseudopool	HG00514_IV_095	CC
chr3	176600000	198295559	pseudopool	HG00514_IV_095	WC
chr3	180600000	182400000	pseudopool	NA12878_cell20	WC
chr3	182400000	198295559	pseudopool	NA12878_cell20	CC
chr3	188800000	195600000	pseudopool	NA19239_V_029	CC
chr3	195600000	196000000	pseudopool	NA19239_V_029	WW
chr3	195600000	196000000	pseudopool	NA19239_V_055	WW
chr3	196000000	198295559	pseudopool	NA19239_V_029	CC
chr3	196000000	198295559	pseudopool	NA19239_V_055	CC
chr3	196600000	196800000	pseudopool	NA12878_cell6	WW
chr3	196800000	198295559	pseudopool	NA12878_cell6	WC
chr4	0	11400000	pseudopool	NA12878_cell20	CW
chr4	0	21800000	pseudopool	NA12878_cell113	CW
chr4	0	28400000	pseudopool	HG00514_VI_020	CC
chr4	0	28800000	pseudopool	HG00731_II_030	WC
chr4	0	36400000	pseudopool	HG00268x01PE20455	WW
chr4	0	58600000	pseudopool	HG00512_I_075	CW
chr4	0	64200000	pseudopool	HG00512_I_015	CC
chr4	0	92600000	pseudopool	HG00514_IV_073	CC
chr4	0	103200000	pseudopool	HG02818x02PE20308	CW
chr4	0	130200000	pseudopool	NA12878_cell43	WW
chr4	0	133400000	pseudopool	HG01352x02PE20410	WC
chr4	0	135600000	pseudopool	NA12878_cell90	WW
chr4	0	173800000	pseudopool	NA19239_V_029	WW
chr4	0	179400000	pseudopool	HG02818x02PE20312	CC
chr4	0	190214555	pseudopool	HG00268x01PE20401	WC
chr4	0	190214555	pseudopool	HG00268x01PE20402	WW
chr4	0	190214555	pseudopool	HG00268x01PE20404	WW
chr4	0	190214555	pseudopool	HG00268x01PE20438	CC
chr4	0	190214555	pseudopool	HG00512_I_017	WW
chr4	0	190214555	pseudopool	HG00512_I_081	CC
chr4	0	190214555	pseudopool	HG00512_I_087	CC
chr4	0	190214555	pseudopool	HG00512_I_092	CW
chr4	0	190214555	pseudopool	HG00514_IV_008	CC
chr4	0	190214555	pseudopool	HG00514_IV_015	CC
chr4	0	190214555	pseudopool	HG00514_IV_023	WC
chr4	0	190214555	pseudopool	HG00514_IV_089	WC
chr4	0	190214555	pseudopool	HG00514_IV_095	WW
chr4	0	190214555	pseudopool	HG00731_II_019	CW
chr4	0	190214555	pseudopool	HG00731_II_086	CC
chr4	0	190214555	pseudopool	HG01352x02PE20402	WW
chr4	0	190214555	pseudopool	HG01352x02PE20424	WW
chr4	0	190214555	pseudopool	HG01352x02PE20442	CC
chr4	0	190214555	pseudopool	HG02059102PE20308	WC
chr4	0	190214555	pseudopool	HG02059102PE20326	CC
chr4	0	190214555	pseudopool	HG02059102PE20337	WC
chr4	0	190214555	pseudopool	HG02059102PE20348	CW
chr4	0	190214555	pseudopool	HG02059102PE20361	WW
chr4	0	190214555	pseudopool	HG02818x02PE20332	WW
chr4	0	190214555	pseudopool	NA12878_cell26	CW
chr4	0	190214555	pseudopool	NA12878_cell6	CW
chr4	0	190214555	pseudopool	NA19239_III_066	WW
chr4	0	190214555	pseudopool	NA19239_VI_090	WC
chr4	0	190214555	pseudopool	NA19239_V_055	CC
chr4	0	190214555	pseudopool	NA19240_IV_018	WW
chr4	0	190214555	pseudopool	NA19240_IV_033	CW
chr4	0	190214555	pseudopool	NA19240_I_081	WW
chr4	0	190214555	pseudopool	NA19240_VI_076	WC
chr4	0	190214555	pseudopool	NA19240_V_082	WW
chr4	11400000	13400000	pseudopool	NA12878_cell20	WW
chr4	13400000	18200000	pseudopool	NA12878_cell20	CW
chr4	18200000	24400000	pseudopool	NA12878_cell20	WW
chr4	21800000	100400000	pseudopool	NA12878_cell113	WW
chr4	24400000	43000000	pseudopool	NA12878_cell20	WC
chr4	28400000	190214555	pseudopool	HG00514_VI_020	CW
chr4	28800000	116800000	pseudopool	HG00731_II_030	WW
chr4	36400000	127600000	pseudopool	HG00268x01PE20455	CW
chr4	43000000	47000000	pseudopool	NA12878_cell20	WW
chr4	47000000	57400000	pseudopool	NA12878_cell20	WC
chr4	57400000	69400000	pseudopool	NA12878_cell20	WW
chr4	58600000	66200000	pseudopool	HG00512_I_075	WW
chr4	64200000	148000000	pseudopool	HG00512_I_015	CW
chr4	66200000	190214555	pseudopool	HG00512_I_075	CW
chr4	69400000	89600000	pseudopool	NA12878_cell20	WC
chr4	89600000	98200000	pseudopool	NA12878_cell20	WW
chr4	92600000	190214555	pseudopool	HG00514_IV_073	WC
chr4	98200000	129200000	pseudopool	NA12878_cell20	CW
chr4	100400000	190214555	pseudopool	NA12878_cell113	CW
chr4	103200000	190214555	pseudopool	HG02818x02PE20308	WW
chr4	116800000	190214555	pseudopool	HG00731_II_030	CW
chr4	127600000	190214555	pseudopool	HG00268x01PE20455	WW
chr4	129200000	137400000	pseudopool	NA12878_cell20	WW
chr4	130200000	190214555	pseudopool	NA12878_cell43	WC
chr4	133400000	190214555	pseudopool	HG01352x02PE20410	WW
chr4	135600000	190214555	pseudopool	NA12878_cell90	WC
chr4	137400000	190214555	pseudopool	NA12878_cell20	CW
chr4	148000000	190214555	pseudopool	HG00512_I_015	CC
chr4	173800000	190214555	pseudopool	NA19239_V_029	WC
chr4	179400000	190214555	pseudopool	HG02818x02PE20312	WC
chr5	0	12600000	pseudopool	NA19240_V_082	CC
chr5	0	20800000	pseudopool	HG02818x02PE20312	WW
chr5	0	21200000	pseudopool	NA19239_V_055	CW
chr5	0	45200000	pseudopool	HG00514_IV_095	CC
chr5	0	46000000	pseudopool	NA19239_VI_090	WW
chr5	0	53600000	pseudopool	NA12878_cell6	CC
chr5	0	57600000	pseudopool	HG00512_I_015	CW
chr5	0	65200000	pseudopool	HG01352x02PE20402	WC
chr5	0	73600000	pseudopool	HG00731_II_030	CW
chr5	0	99200000	pseudopool	NA12878_cell113	CC
chr5	0	99600000	pseudopool	HG02059102PE20337	CC
chr5	0	100600000	pseudopool	HG02818x02PE20308	CC
chr5	0	132400000	pseudopool	HG00512_I_075	WW
chr5	0	181538259	pseudopool	HG00268x01PE20401	WC
chr5	0	181538259	pseudopool	HG00268x01PE20402	WC
chr5	0	181538259	pseudopool	HG00268x01PE20404	WC
chr5	0	181538259	pseudopool	HG00268x01PE20438	CC
chr5	0	181538259	pseudopool	HG00268x01PE20455	CW
chr5	0	181538259	pseudopool	HG00512_I_017	CC
chr5	0	181538259	pseudopool	HG00512_I_081	WW
chr5	0	181538259	pseudopool	HG00512_I_087	WC
chr5	0	181538259	pseudopool	HG00512_I_092	CC
chr5	0	181538259	pseudopool	HG00514_IV_008	CW
chr5	0	181538259	pseudopool	HG00514_IV_015	CC
chr5	0	181538259	pseudopool	HG00514_IV_023	CC
chr5	0	181538259	pseudopool	HG00514_IV_073	CW
chr5	0	181538259	pseudopool	HG00514_IV_089	WW
chr5	0	181538259	pseudopool	HG00514_VI_020	CW
chr5	0	181538259	pseudopool	HG00731_II_019	CC
chr5	0	181538259	pseudopool	HG00731_II_086	CW
chr5	0	181538259	pseudopool	HG01352x02PE20410	WW
chr5	0	181538259	pseudopool	HG01352x02PE20424	CC
chr5	0	181538259	pseudopool	HG01352x02PE20442	WC
chr5	0	181538259	pseudopool	HG02059102PE20308	WC
chr5	0	181538259	pseudopool	HG02059102PE20326	WC
chr5	0	181538259	pseudopool	HG02059102PE20348	WC
chr5	0	181538259	pseudopool	HG02059102PE20361	WW
chr5	0	181538259	pseudopool	HG02818x02PE20332	WW
chr5	0	181538259	pseudopool	NA12878_cell20	WW
chr5	0	181538259	pseudopool	NA12878_cell26	CC
chr5	0	181538259	pseudopool	NA12878_cell43	CC
chr5	0	181538259	pseudopool	NA12878_cell90	CW
chr5	0	181538259	pseudopool	NA19239_III_066	WW
chr5	0	181538259	pseudopool	NA19239_V_029	CC
chr5	0	181538259	pseudopool	NA19240_IV_018	WC
chr5	0	181538259	pseudopool	NA19240_IV_033	WW
chr5	0	181538259	pseudopool	NA19240_I_081	CW
chr5	0	181538259	pseudopool	NA19240_VI_076	CW
chr5	12600000	181538259	pseudopool	NA19240_V_082	WC
chr5	20800000	181538259	pseudopool	HG02818x02PE20312	CW
chr5	21200000	181538259	pseudopool	NA19239_V_055	WW
chr5	45200000	50200000	pseudopool	HG00514_IV_095	CW
chr5	46000000	181538259	pseudopool	NA19239_VI_090	CW
chr5	50200000	181538259	pseudopool	HG00514_IV_095	CC
chr5	53600000	53800000	pseudopool	NA12878_cell6	WC
chr5	53800000	181538259	pseudopool	NA12878_cell6	CC
chr5	57600000	181538259	pseudopool	HG00512_I_015	CC
chr5	65200000	181538259	pseudopool	HG01352x02PE20402	WW
chr5	73600000	181538259	pseudopool	HG00731_II_030	WW
chr5	99200000	181538259	pseudopool	NA12878_cell113	CW
chr5	99600000	181538259	pseudopool	HG02059102PE20337	CW
chr5	100600000	181538259	pseudopool	HG02818x02PE20308	WC
chr5	132400000	181538259	pseudopool	HG00512_I_075	WC
chr6	0	21600000	pseudopool	NA19239_VI_090	CW
chr6	0	25600000	pseudopool	NA12878_cell26	CW
chr6	0	43600000	pseudopool	HG02059102PE20337	CW
chr6	0	58200000	pseudopool	HG01352x02PE20410	WW
chr6	0	61800000	pseudopool	HG00731_II_019	WW
chr6	0	79600000	pseudopool	HG00512_I_087	CC
chr6	0	80600000	pseudopool	HG00268x01PE20401	WC
chr6	0	94000000	pseudopool	NA12878_cell6	CC
chr6	0	97800000	pseudopool	HG00268x01PE20455	CC
chr6	0	100400000	pseudopool	HG00512_I_015	CC
chr6	0	121400000	pseudopool	HG01352x02PE20424	WW
chr6	0	131400000	pseudopool	HG00268x01PE20404	CW
chr6	0	170805979	pseudopool	HG00268x01PE20402	CC
chr6	0	170805979	pseudopool	HG00268x01PE20438	WC
chr6	0	170805979	pseudopool	HG00512_I_017	WW
chr6	0	170805979	pseudopool	HG00512_I_075	WW
chr6	0	170805979	pseudopool	HG00512_I_081	CC
chr6	0	170805979	pseudopool	HG00512_I_092	CW
chr6	0	170805979	pseudopool	HG00514_IV_008	CW
chr6	0	170805979	pseudopool	HG00514_IV_015	WW
chr6	0	170805979	pseudopool	HG00514_IV_023	WC
chr6	0	170805979	pseudopool	HG00514_IV_073	WW
chr6	0	170805979	pseudopool	HG00514_IV_089	CW
chr6	0	170805979	pseudopool	HG00514_IV_095	CC
chr6	0	170805979	pseudopool	HG00514_VI_020	WW
chr6	0	170805979	pseudopool	HG00731_II_030	CC
chr6	0	170805979	pseudopool	HG00731_II_086	WW
chr6	0	170805979	pseudopool	HG01352x02PE20402	WC
chr6	0	170805979	pseudopool	HG01352x02PE20442	WC
chr6	0	170805979	pseudopool	HG02059102PE20308	WC
chr6	0	170805979	pseudopool	HG02059102PE20326	WW
chr6	0	170805979	pseudopool	HG02059102PE20348	CC
chr6	0	170805979	pseudopool	HG02059102PE20361	CW
chr6	0	170805979	pseudopool	HG02818x02PE20308	WW
chr6	0	170805979	pseudopool	HG02818x02PE20312	CW
chr6	0	170805979	pseudopool	HG02818x02PE20332	CW
chr6	0	170805979	pseudopool	NA12878_cell113	WC
chr6	0	170805979	pseudopool	NA12878_cell20	CC
chr6	0	170805979	pseudopool	NA12878_cell43	CC
chr6	0	170805979	pseudopool	NA12878_cell90	CW
chr6	0	170805979	pseudopool	NA19239_III_066	CW
chr6	0	170805979	pseudopool	NA19239_V_029	CC
chr6	0	170805979	pseudopool	NA19239_V_055	WW
chr6	0	170805979	pseudopool	NA19240_IV_018	CW
chr6	0	170805979	pseudopool	NA19240_IV_033	WW
chr6	0	170805979	pseudopool	NA19240_I_081	WW
chr6	0	170805979	pseudopool	NA19240_VI_076	CC
chr6	0	170805979	pseudopool	NA19240_V_082	WW
chr6	21600000	170805979	pseudopool	NA19239_VI_090	WW
chr6	25600000	79400000	pseudopool	NA12878_cell26	CC
chr6	43600000	170805979	pseudopool	HG02059102PE20337	WW
chr6	58200000	170805979	pseudopool	HG01352x02PE20410	CW
chr6	61800000	170805979	pseudopool	HG00731_II_019	CW
chr6	79400000	170805979	pseudopool	NA12878_cell26	WC
chr6	79600000	170805979	pseudopool	HG00512_I_087	WC
chr6	80600000	170805979	pseudopool	HG00268x01PE20401	WW
chr6	94000000	94200000	pseudopool	NA12878_cell6	WC
chr6	94200000	154400000	pseudopool	NA12878_cell6	CC
chr6	97800000	101400000	pseudopool	HG00268x01PE20455	WC
chr6	100400000	170805979	pseudopool	HG00512_I_015	WC
chr6	101400000	110200000	pseudopool	HG00268x01PE20455	WW
chr6	110200000	170805979	pseudopool	HG00268x01PE20455	WC
chr6	121400000	170805979	pseudopool	HG01352x02PE20424	CW
chr6	131400000	170805979	pseudopool	HG00268x01PE20404	CC
chr6	154400000	154600000	pseudopool	NA12878_cell6	WC
chr6	154600000	170805979	pseudopool	NA12878_cell6	CC
chr7	0	4800000	pseudopool	HG00268x01PE20402	WC
chr7	0	8800000	pseudopool	NA12878_cell20	WC
chr7	0	20000000	pseudopool	HG02059102PE20348	CW
chr7	0	37600000	pseudopool	HG00268x01PE20455	WW
chr7	0	48200000	pseudopool	NA19240_I_081	CC
chr7	0	64000000	pseudopool	HG00731_II_030	CW
chr7	0	65600000	pseudopool	HG02818x02PE20312	WW
chr7	0	70200000	pseudopool	HG01352x02PE20442	CC
chr7	0	71400000	pseudopool	NA19240_VI_076	WC
chr7	0	71600000	pseudopool	HG02059102PE20308	WW
chr7	0	72600000	pseudopool	HG01352x02PE20410	WC
chr7	0	78600000	pseudopool	HG00514_IV_095	CW
chr7	0	85600000	pseudopool	HG02818x02PE20308	CC
chr7	0	135400000	pseudopool	NA19240_IV_033	CW
chr7	0	159345973	pseudopool	HG00268x01PE20401	CC
chr7	0	159345973	pseudopool	HG00268x01PE20404	WW
chr7	0	159345973	pseudopool	HG00268x01PE20438	CW
chr7	0	159345973	pseudopool	HG00512_I_015	CW
chr7	0	159345973	pseudopool	HG00512_I_017	WW
chr7	0	159345973	pseudopool	HG00512_I_075	CW
chr7	0	159345973	pseudopool	HG00512_I_081	CC
chr7	0	159345973	pseudopool	HG00512_I_087	CC
chr7	0	159345973	pseudopool	HG00512_I_092	WC
chr7	0	159345973	pseudopool	HG00514_IV_008	CW
chr7	0	159345973	pseudopool	HG00514_IV_015	CW
chr7	0	159345973	pseudopool	HG00514_IV_023	WW
chr7	0	159345973	pseudopool	HG00514_IV_073	CC
chr7	0	159345973	pseudopool	HG00514_IV_089	WW
chr7	0	159345973	pseudopool	HG00514_VI_020	WC
chr7	0	159345973	pseudopool	HG00731_II_019	CC
chr7	0	159345973	pseudopool	HG00731_II_086	WC
chr7	0	159345973	pseudopool	HG01352x02PE20402	CW
chr7	0	159345973	pseudopool	HG01352x02PE20424	CC
chr7	0	159345973	pseudopool	HG02059102PE20326	WC
chr7	0	159345973	pseudopool	HG02059102PE20337	CW
chr7	0	159345973	pseudopool	HG02059102PE20361	CW
chr7	0	159345973	pseudopool	HG02818x02PE20332	CW
chr7	0	159345973	pseudopool	NA12878_cell113	CC
chr7	0	159345973	pseudopool	NA12878_cell26	CW
chr7	0	159345973	pseudopool	NA12878_cell43	WW
chr7	0	159345973	pseudopool	NA12878_cell6	WC
chr7	0	159345973	pseudopool	NA12878_cell90	WC
chr7	0	159345973	pseudopool	NA19239_III_066	WW
chr7	0	159345973	pseudopool	NA19239_VI_090	WW
chr7	0	159345973	pseudopool	NA19239_V_029	WC
chr7	0	159345973	pseudopool	NA19239_V_055	CW
chr7	0	159345973	pseudopool	NA19240_IV_018	WC
chr7	0	159345973	pseudopool	NA19240_V_082	WC
chr7	4800000	159345973	pseudopool	HG00268x01PE20402	WW
chr7	8800000	19600000	pseudopool	NA12878_cell20	CC
chr7	19600000	31000000	pseudopool	NA12878_cell20	WC
chr7	20000000	159345973	pseudopool	HG02059102PE20348	CC
chr7	31000000	34400000	pseudopool	NA12878_cell20	CC
chr7	34400000	40200000	pseudopool	NA12878_cell20	CW
chr7	37600000	159345973	pseudopool	HG00268x01PE20455	CW
chr7	40200000	42800000	pseudopool	NA12878_cell20	CC
chr7	42800000	48600000	pseudopool	NA12878_cell20	CW
chr7	48200000	159345973	pseudopool	NA19240_I_081	CW
chr7	48600000	49800000	pseudopool	NA12878_cell20	CC
chr7	49800000	50800000	pseudopool	NA12878_cell20	WW
chr7	50800000	54800000	pseudopool	NA12878_cell20	WC
chr7	54800000	56000000	pseudopool	NA12878_cell20	WW
chr7	56000000	67600000	pseudopool	NA12878_cell20	WC
chr7	64000000	159345973	pseudopool	HG00731_II_030	CC
chr7	65600000	159345973	pseudopool	HG02818x02PE20312	WC
chr7	67600000	69000000	pseudopool	NA12878_cell20	CC
chr7	69000000	81400000	pseudopool	NA12878_cell20	CW
chr7	70200000	159345973	pseudopool	HG01352x02PE20442	CW
chr7	71400000	159345973	pseudopool	NA19240_VI_076	CC
chr7	71600000	128000000	pseudopool	HG02059102PE20308	WC
chr7	72600000	159345973	pseudopool	HG01352x02PE20410	CC
chr7	78600000	85600000	pseudopool	HG00514_IV_095	CC
chr7	81400000	118400000	pseudopool	NA12878_cell20	WW
chr7	85600000	96200000	pseudopool	HG00514_IV_095	CW
chr7	85600000	159345973	pseudopool	HG02818x02PE20308	WC
chr7	96200000	159345973	pseudopool	HG00514_IV_095	WW
chr7	118400000	120000000	pseudopool	NA12878_cell20	WC
chr7	120000000	142000000	pseudopool	NA12878_cell20	WW
chr7	128000000	159345973	pseudopool	HG02059102PE20308	CC
chr7	135400000	159345973	pseudopool	NA19240_IV_033	WW
chr7	142000000	142400000	pseudopool	NA12878_cell20	WC
chr7	142400000	159345973	pseudopool	NA12878_cell20	WW
chr8	0	1000000	pseudopool	HG02818x02PE20308	CC
chr8	0	14800000	pseudopool	NA19240_I_081	CW
chr8	0	46000000	pseudopool	HG01352x02PE20442	WC
chr8	0	84400000	pseudopool	HG02059102PE20326	CW
chr8	0	90000000	pseudopool	HG02059102PE20337	WC
chr8	0	93200000	pseudopool	HG02059102PE20308	CW
chr8	0	96200000	pseudopool	HG00268x01PE20455	WW
chr8	0	136000000	pseudopool	HG00514_IV_095	CW
chr8	0	145138636	pseudopool	HG00268x01PE20401	WC
chr8	0	145138636	pseudopool	HG00268x01PE20402	CC
chr8	0	145138636	pseudopool	HG00268x01PE20404	WW
chr8	0	145138636	pseudopool	HG00268x01PE20438	CW
chr8	0	145138636	pseudopool	HG00512_I_015	WW
chr8	0	145138636	pseudopool	HG00512_I_017	CW
chr8	0	145138636	pseudopool	HG00512_I_075	CC
chr8	0	145138636	pseudopool	HG00512_I_081	WW
chr8	0	145138636	pseudopool	HG00512_I_087	CW
chr8	0	145138636	pseudopool	HG00512_I_092	WW
chr8	0	145138636	pseudopool	HG00514_IV_008	WC
chr8	0	145138636	pseudopool	HG00514_IV_015	WW
chr8	0	145138636	pseudopool	HG00514_IV_023	CC
chr8	0	145138636	pseudopool	HG00514_IV_073	CW
chr8	0	145138636	pseudopool	HG00514_IV_089	WC
chr8	0	145138636	pseudopool	HG00514_VI_020	CW
chr8	0	145138636	pseudopool	HG00731_II_019	WC
chr8	0	145138636	pseudopool	HG00731_II_030	CW
chr8	0	145138636	pseudopool	HG00731_II_086	CW
chr8	0	145138636	pseudopool	HG01352x02PE20402	CC
chr8	0	145138636	pseudopool	HG01352x02PE20410	CW
chr8	0	145138636	pseudopool	HG01352x02PE20424	CC
chr8	0	145138636	pseudopool	HG02059102PE20348	CC
chr8	0	145138636	pseudopool	HG02059102PE20361	WW
chr8	0	145138636	pseudopool	HG02818x02PE20312	WW
chr8	0	145138636	pseudopool	HG02818x02PE20332	CW
chr8	0	145138636	pseudopool	NA12878_cell113	CC
chr8	0	145138636	pseudopool	NA12878_cell20	CC
chr8	0	145138636	pseudopool	NA12878_cell26	CW
chr8	0	145138636	pseudopool	NA12878_cell43	WW
chr8	0	145138636	pseudopool	NA12878_cell6	CW
chr8	0	145138636	pseudopool	NA12878_cell90	WW
chr8	0	145138636	pseudopool	NA19239_III_066	CW
chr8	0	145138636	pseudopool	NA19239_VI_090	CW
chr8	0	145138636	pseudopool	NA19239_V_029	CC
chr8	0	145138636	pseudopool	NA19239_V_055	CW
chr8	0	145138636	pseudopool	NA19240_IV_018	WC
chr8	0	145138636	pseudopool	NA19240_IV_033	CC
chr8	0	145138636	pseudopool	NA19240_VI_076	CW
chr8	0	145138636	pseudopool	NA19240_V_082	CC
chr8	1000000	145138636	pseudopool	HG02818x02PE20308	CW
chr8	14800000	145138636	pseudopool	NA19240_I_081	CC
chr8	46000000	145138636	pseudopool	HG01352x02PE20442	WW
chr8	84400000	145138636	pseudopool	HG02059102PE20326	CC
chr8	90000000	145138636	pseudopool	HG02059102PE20337	CC
chr8	93200000	145138636	pseudopool	HG02059102PE20308	CC
chr8	96200000	145138636	pseudopool	HG00268x01PE20455	CW
chr8	136000000	138200000	pseudopool	HG00514_IV_095	CC
chr8	138200000	145138636	pseudopool	HG00514_IV_095	CW
chr9	0	6000000	pseudopool	NA12878_cell113	WW
chr9	0	17000000	pseudopool	NA12878_cell6	WW
chr9	0	17600000	pseudopool	NA12878_cell20	WC
chr9	0	22800000	pseudopool	HG00514_IV_095	WC
chr9	0	39400000	pseudopool	HG02059102PE20308	CC
chr9	0	68400000	pseudopool	HG00512_I_015	CW
chr9	0	68400000	pseudopool	HG00512_I_017	WC
chr9	0	88000000	pseudopool	HG02059102PE20361	WW
chr9	0	122600000	pseudopool	HG00731_II_019	CW
chr9	0	138394717	pseudopool	HG00268x01PE20401	WW
chr9	0	138394717	pseudopool	HG00268x01PE20402	CC
chr9	0	138394717	pseudopool	HG00268x01PE20404	WW
chr9	0	138394717	pseudopool	HG00268x01PE20438	WC
chr9	0	138394717	pseudopool	HG00268x01PE20455	WW
chr9	0	138394717	pseudopool	HG00512_I_075	WC
chr9	0	138394717	pseudopool	HG00512_I_081	CW
chr9	0	138394717	pseudopool	HG00512_I_087	CC
chr9	0	138394717	pseudopool	HG00512_I_092	CC
chr9	0	138394717	pseudopool	HG00514_IV_008	CC
chr9	0	138394717	pseudopool	HG00514_IV_015	WC
chr9	0	138394717	pseudopool	HG00514_IV_023	WW
chr9	0	138394717	pseudopool	HG00514_IV_073	CW
chr9	0	138394717	pseudopool	HG00514_IV_089	WW
chr9	0	138394717	pseudopool	HG00514_VI_020	CC
chr9	0	138394717	pseudopool	HG00731_II_030	CC
chr9	0	138394717	pseudopool	HG00731_II_086	CW
chr9	0	138394717	pseudopool	HG01352x02PE20402	WC
chr9	0	138394717	pseudopool	HG01352x02PE20410	CC
chr9	0	138394717	pseudopool	HG01352x02PE20424	WW
chr9	0	138394717	pseudopool	HG01352x02PE20442	CC
chr9	0	138394717	pseudopool	HG02059102PE20326	CC
chr9	0	138394717	pseudopool	HG02059102PE20337	CW
